hits,quarter,term,year
4,4,molybdenum,1983
8,1,molybdenum,1984
4,2,molybdenum,1984
5,3,molybdenum,1984
1,4,molybdenum,1984
7,1,molybdenum,1985
2,2,molybdenum,1985
5,3,molybdenum,1985
4,4,molybdenum,1985
2,1,molybdenum,1986
2,2,molybdenum,1986
3,3,molybdenum,1986
0,4,molybdenum,1986
0,1,molybdenum,1987
1,2,molybdenum,1987
0,3,molybdenum,1987
2,4,molybdenum,1987
5,1,molybdenum,1988
3,2,molybdenum,1988
1,3,molybdenum,1988
2,4,molybdenum,1988
2,1,molybdenum,1989
2,2,molybdenum,1989
3,3,molybdenum,1989
1,4,molybdenum,1989
1,1,molybdenum,1990
1,2,molybdenum,1990
2,3,molybdenum,1990
0,4,molybdenum,1990
2,1,molybdenum,1991
5,2,molybdenum,1991
1,3,molybdenum,1991
2,4,molybdenum,1991
2,1,molybdenum,1992
2,2,molybdenum,1992
0,3,molybdenum,1992
1,4,molybdenum,1992
0,1,molybdenum,1993
1,2,molybdenum,1993
1,3,molybdenum,1993
1,4,molybdenum,1993
0,1,molybdenum,1994
1,2,molybdenum,1994
2,3,molybdenum,1994
2,4,molybdenum,1994
1,1,molybdenum,1995
0,2,molybdenum,1995
1,3,molybdenum,1995
0,4,molybdenum,1995
5,1,molybdenum,1996
0,2,molybdenum,1996
1,3,molybdenum,1996
1,4,molybdenum,1996
0,1,molybdenum,1997
0,2,molybdenum,1997
3,3,molybdenum,1997
1,4,molybdenum,1997
1,1,molybdenum,1998
0,2,molybdenum,1998
0,3,molybdenum,1998
1,4,molybdenum,1998
0,1,molybdenum,1999
0,2,molybdenum,1999
1,3,molybdenum,1999
1,4,molybdenum,1999
1,1,molybdenum,2000
3,2,molybdenum,2000
0,3,molybdenum,2000
0,4,molybdenum,2000
4,1,molybdenum,2001
2,2,molybdenum,2001
0,3,molybdenum,2001
0,4,molybdenum,2001
0,1,molybdenum,2002
1,2,molybdenum,2002
1,3,molybdenum,2002
1,4,molybdenum,2002
0,1,molybdenum,2003
0,2,molybdenum,2003
0,3,molybdenum,2003
0,4,molybdenum,2003
0,1,molybdenum,2004
0,2,molybdenum,2004
3,3,molybdenum,2004
1,4,molybdenum,2004
2,1,molybdenum,2005
1,2,molybdenum,2005
1,3,molybdenum,2005
3,4,molybdenum,2005
2,1,molybdenum,2006
3,2,molybdenum,2006
2,3,molybdenum,2006
2,4,molybdenum,2006
0,1,molybdenum,2007
2,2,molybdenum,2007
0,3,molybdenum,2007
2,4,molybdenum,2007
5,1,molybdenum,2008
4,2,molybdenum,2008
1,3,molybdenum,2008
5,4,molybdenum,2008
4,1,molybdenum,2009
1,2,molybdenum,2009
1,3,molybdenum,2009
2,4,molybdenum,2009
3,1,molybdenum,2010
2,2,molybdenum,2010
3,3,molybdenum,2010
0,4,molybdenum,2010
3,1,molybdenum,2011
1,2,molybdenum,2011
1,3,molybdenum,2011
1,4,molybdenum,2011
5,1,molybdenum,2012
3,2,molybdenum,2012
2,3,molybdenum,2012
1,4,molybdenum,2012
2,1,molybdenum,2013
2,2,molybdenum,2013
1,3,molybdenum,2013
0,4,molybdenum,2013
4,1,molybdenum,2014
0,2,molybdenum,2014
1,3,molybdenum,2014
0,4,molybdenum,2014
0,1,molybdenum,2015
0,2,molybdenum,2015
0,3,molybdenum,2015
0,4,molybdenum,2015
0,1,molybdenum,2016
1,2,molybdenum,2016
0,3,molybdenum,2016
0,4,molybdenum,2016
1,1,molybdenum,2017
0,2,molybdenum,2017
1,3,molybdenum,2017
0,4,molybdenum,2017
2,1,molybdenum,2018
0,2,molybdenum,2018
0,3,molybdenum,2018
1,4,molybdenum,2018
1,1,molybdenum,2019
1,2,molybdenum,2019
1,3,molybdenum,2019
0,4,molybdenum,2019
