hits,quarter,term,year
0,1,molybdenum,1900
0,2,molybdenum,1900
0,3,molybdenum,1900
0,4,molybdenum,1900
0,1,molybdenum,1901
0,2,molybdenum,1901
0,3,molybdenum,1901
0,4,molybdenum,1901
0,1,molybdenum,1902
0,2,molybdenum,1902
0,3,molybdenum,1902
0,4,molybdenum,1902
0,1,molybdenum,1903
0,2,molybdenum,1903
0,3,molybdenum,1903
0,4,molybdenum,1903
0,1,molybdenum,1904
0,2,molybdenum,1904
0,3,molybdenum,1904
0,4,molybdenum,1904
0,1,molybdenum,1905
0,2,molybdenum,1905
0,3,molybdenum,1905
0,4,molybdenum,1905
0,1,molybdenum,1906
0,2,molybdenum,1906
0,3,molybdenum,1906
0,4,molybdenum,1906
0,1,molybdenum,1907
0,2,molybdenum,1907
0,3,molybdenum,1907
0,4,molybdenum,1907
0,1,molybdenum,1908
0,2,molybdenum,1908
0,3,molybdenum,1908
0,4,molybdenum,1908
0,1,molybdenum,1909
0,2,molybdenum,1909
0,3,molybdenum,1909
0,4,molybdenum,1909
0,1,molybdenum,1910
0,2,molybdenum,1910
0,3,molybdenum,1910
0,4,molybdenum,1910
0,1,molybdenum,1911
0,2,molybdenum,1911
0,3,molybdenum,1911
0,4,molybdenum,1911
0,1,molybdenum,1912
0,2,molybdenum,1912
0,3,molybdenum,1912
0,4,molybdenum,1912
0,1,molybdenum,1913
0,2,molybdenum,1913
0,3,molybdenum,1913
0,4,molybdenum,1913
0,1,molybdenum,1914
0,2,molybdenum,1914
0,3,molybdenum,1914
0,4,molybdenum,1914
0,1,molybdenum,1915
0,2,molybdenum,1915
0,3,molybdenum,1915
0,4,molybdenum,1915
0,1,molybdenum,1916
0,2,molybdenum,1916
0,3,molybdenum,1916
0,4,molybdenum,1916
0,1,molybdenum,1917
0,2,molybdenum,1917
0,3,molybdenum,1917
0,4,molybdenum,1917
0,1,molybdenum,1918
0,2,molybdenum,1918
0,3,molybdenum,1918
0,4,molybdenum,1918
0,1,molybdenum,1919
0,2,molybdenum,1919
0,3,molybdenum,1919
0,4,molybdenum,1919
0,1,molybdenum,1920
0,2,molybdenum,1920
0,3,molybdenum,1920
0,4,molybdenum,1920
0,1,molybdenum,1921
0,2,molybdenum,1921
0,3,molybdenum,1921
0,4,molybdenum,1921
0,1,molybdenum,1922
0,2,molybdenum,1922
0,3,molybdenum,1922
0,4,molybdenum,1922
0,1,molybdenum,1923
0,2,molybdenum,1923
0,3,molybdenum,1923
0,4,molybdenum,1923
0,1,molybdenum,1924
0,2,molybdenum,1924
0,3,molybdenum,1924
0,4,molybdenum,1924
0,1,molybdenum,1925
0,2,molybdenum,1925
0,3,molybdenum,1925
0,4,molybdenum,1925
0,1,molybdenum,1926
0,2,molybdenum,1926
0,3,molybdenum,1926
0,4,molybdenum,1926
0,1,molybdenum,1927
0,2,molybdenum,1927
0,3,molybdenum,1927
0,4,molybdenum,1927
0,1,molybdenum,1928
0,2,molybdenum,1928
0,3,molybdenum,1928
0,4,molybdenum,1928
0,1,molybdenum,1929
0,2,molybdenum,1929
0,3,molybdenum,1929
0,4,molybdenum,1929
0,1,molybdenum,1930
0,2,molybdenum,1930
0,3,molybdenum,1930
0,4,molybdenum,1930
0,1,molybdenum,1931
0,2,molybdenum,1931
0,3,molybdenum,1931
0,4,molybdenum,1931
0,1,molybdenum,1932
0,2,molybdenum,1932
0,3,molybdenum,1932
0,4,molybdenum,1932
0,1,molybdenum,1933
0,2,molybdenum,1933
0,3,molybdenum,1933
0,4,molybdenum,1933
0,1,molybdenum,1934
0,2,molybdenum,1934
0,3,molybdenum,1934
0,4,molybdenum,1934
0,1,molybdenum,1935
0,2,molybdenum,1935
0,3,molybdenum,1935
0,4,molybdenum,1935
0,1,molybdenum,1936
0,2,molybdenum,1936
0,3,molybdenum,1936
0,4,molybdenum,1936
0,1,molybdenum,1937
0,2,molybdenum,1937
0,3,molybdenum,1937
0,4,molybdenum,1937
0,1,molybdenum,1938
0,2,molybdenum,1938
0,3,molybdenum,1938
0,4,molybdenum,1938
0,1,molybdenum,1939
0,2,molybdenum,1939
0,3,molybdenum,1939
0,4,molybdenum,1939
0,1,molybdenum,1940
0,2,molybdenum,1940
0,3,molybdenum,1940
0,4,molybdenum,1940
0,1,molybdenum,1941
0,2,molybdenum,1941
0,3,molybdenum,1941
0,4,molybdenum,1941
0,1,molybdenum,1942
0,2,molybdenum,1942
0,3,molybdenum,1942
0,4,molybdenum,1942
0,1,molybdenum,1943
0,2,molybdenum,1943
0,3,molybdenum,1943
0,4,molybdenum,1943
0,1,molybdenum,1944
0,2,molybdenum,1944
0,3,molybdenum,1944
0,4,molybdenum,1944
0,1,molybdenum,1945
0,2,molybdenum,1945
0,3,molybdenum,1945
0,4,molybdenum,1945
0,1,molybdenum,1946
0,2,molybdenum,1946
0,3,molybdenum,1946
0,4,molybdenum,1946
0,1,molybdenum,1947
0,2,molybdenum,1947
0,3,molybdenum,1947
0,4,molybdenum,1947
0,1,molybdenum,1948
0,2,molybdenum,1948
0,3,molybdenum,1948
0,4,molybdenum,1948
0,1,molybdenum,1949
0,2,molybdenum,1949
0,3,molybdenum,1949
0,4,molybdenum,1949
0,1,molybdenum,1950
0,2,molybdenum,1950
0,3,molybdenum,1950
0,4,molybdenum,1950
0,1,molybdenum,1951
0,2,molybdenum,1951
0,3,molybdenum,1951
0,4,molybdenum,1951
0,1,molybdenum,1952
0,2,molybdenum,1952
0,3,molybdenum,1952
0,4,molybdenum,1952
0,1,molybdenum,1953
0,2,molybdenum,1953
0,3,molybdenum,1953
0,4,molybdenum,1953
0,1,molybdenum,1954
0,2,molybdenum,1954
0,3,molybdenum,1954
0,4,molybdenum,1954
0,1,molybdenum,1955
0,2,molybdenum,1955
0,3,molybdenum,1955
0,4,molybdenum,1955
0,1,molybdenum,1956
0,2,molybdenum,1956
0,3,molybdenum,1956
0,4,molybdenum,1956
0,1,molybdenum,1957
0,2,molybdenum,1957
0,3,molybdenum,1957
0,4,molybdenum,1957
0,1,molybdenum,1958
0,2,molybdenum,1958
0,3,molybdenum,1958
0,4,molybdenum,1958
0,1,molybdenum,1959
0,2,molybdenum,1959
0,3,molybdenum,1959
0,4,molybdenum,1959
0,1,molybdenum,1960
0,2,molybdenum,1960
0,3,molybdenum,1960
0,4,molybdenum,1960
0,1,molybdenum,1961
0,2,molybdenum,1961
0,3,molybdenum,1961
0,4,molybdenum,1961
0,1,molybdenum,1962
0,2,molybdenum,1962
0,3,molybdenum,1962
0,4,molybdenum,1962
0,1,molybdenum,1963
0,2,molybdenum,1963
0,3,molybdenum,1963
0,4,molybdenum,1963
7,1,molybdenum,1964
9,2,molybdenum,1964
15,3,molybdenum,1964
7,4,molybdenum,1964
0,1,molybdenum,1965
0,2,molybdenum,1965
0,3,molybdenum,1965
0,4,molybdenum,1965
0,1,molybdenum,1966
0,2,molybdenum,1966
0,3,molybdenum,1966
0,4,molybdenum,1966
0,1,molybdenum,1967
0,2,molybdenum,1967
0,3,molybdenum,1967
0,4,molybdenum,1967
0,1,molybdenum,1968
0,2,molybdenum,1968
0,3,molybdenum,1968
0,4,molybdenum,1968
0,1,molybdenum,1969
0,2,molybdenum,1969
0,3,molybdenum,1969
0,4,molybdenum,1969
3,1,molybdenum,1970
4,2,molybdenum,1970
7,3,molybdenum,1970
4,4,molybdenum,1970
2,1,molybdenum,1971
2,2,molybdenum,1971
6,3,molybdenum,1971
6,4,molybdenum,1971
7,1,molybdenum,1972
3,2,molybdenum,1972
8,3,molybdenum,1972
0,4,molybdenum,1972
6,1,molybdenum,1973
4,2,molybdenum,1973
5,3,molybdenum,1973
3,4,molybdenum,1973
6,1,molybdenum,1974
4,2,molybdenum,1974
8,3,molybdenum,1974
3,4,molybdenum,1974
4,1,molybdenum,1975
3,2,molybdenum,1975
7,3,molybdenum,1975
1,4,molybdenum,1975
5,1,molybdenum,1976
1,2,molybdenum,1976
7,3,molybdenum,1976
6,4,molybdenum,1976
2,1,molybdenum,1977
8,2,molybdenum,1977
5,3,molybdenum,1977
6,4,molybdenum,1977
5,1,molybdenum,1978
6,2,molybdenum,1978
0,3,molybdenum,1978
0,4,molybdenum,1978
10,1,molybdenum,1979
2,2,molybdenum,1979
5,3,molybdenum,1979
9,4,molybdenum,1979
0,1,molybdenum,1980
0,2,molybdenum,1980
0,3,molybdenum,1980
0,4,molybdenum,1980
12,1,molybdenum,1981
7,2,molybdenum,1981
9,3,molybdenum,1981
10,4,molybdenum,1981
10,1,molybdenum,1982
4,2,molybdenum,1982
6,3,molybdenum,1982
5,4,molybdenum,1982
9,1,molybdenum,1983
0,2,molybdenum,1983
2,3,molybdenum,1983
