hits,quarter,term,year
0,1,eggplant,1939
0,2,eggplant,1939
0,3,eggplant,1939
0,4,eggplant,1939
0,1,eggplant,1940
0,2,eggplant,1940
0,3,eggplant,1940
0,4,eggplant,1940
0,1,eggplant,1941
0,2,eggplant,1941
0,3,eggplant,1941
0,4,eggplant,1941
0,1,eggplant,1942
0,2,eggplant,1942
0,3,eggplant,1942
0,4,eggplant,1942
0,1,eggplant,1943
0,2,eggplant,1943
0,3,eggplant,1943
0,4,eggplant,1943
0,1,eggplant,1944
0,2,eggplant,1944
0,3,eggplant,1944
0,4,eggplant,1944
0,1,eggplant,1945
0,2,eggplant,1945
0,3,eggplant,1945
0,4,eggplant,1945
0,1,eggplant,1946
0,2,eggplant,1946
0,3,eggplant,1946
0,4,eggplant,1946
0,1,eggplant,1947
0,2,eggplant,1947
1,3,eggplant,1947
0,4,eggplant,1947
0,1,eggplant,1948
0,2,eggplant,1948
0,3,eggplant,1948
0,4,eggplant,1948
0,1,eggplant,1949
0,2,eggplant,1949
0,3,eggplant,1949
0,4,eggplant,1949
0,1,eggplant,1950
0,2,eggplant,1950
0,3,eggplant,1950
0,4,eggplant,1950
0,1,eggplant,1951
0,2,eggplant,1951
0,3,eggplant,1951
0,4,eggplant,1951
0,1,eggplant,1952
0,2,eggplant,1952
0,3,eggplant,1952
0,4,eggplant,1952
0,1,eggplant,1953
0,2,eggplant,1953
0,3,eggplant,1953
0,4,eggplant,1953
0,1,eggplant,1954
0,2,eggplant,1954
0,3,eggplant,1954
0,4,eggplant,1954
0,1,eggplant,1955
0,2,eggplant,1955
0,3,eggplant,1955
0,4,eggplant,1955
0,1,eggplant,1956
0,2,eggplant,1956
0,3,eggplant,1956
0,4,eggplant,1956
0,1,eggplant,1957
0,2,eggplant,1957
0,3,eggplant,1957
0,4,eggplant,1957
0,1,eggplant,1958
0,2,eggplant,1958
0,3,eggplant,1958
0,4,eggplant,1958
0,1,eggplant,1959
0,2,eggplant,1959
0,3,eggplant,1959
0,4,eggplant,1959
0,1,eggplant,1960
0,2,eggplant,1960
0,3,eggplant,1960
0,4,eggplant,1960
0,1,eggplant,1961
0,2,eggplant,1961
0,3,eggplant,1961
0,4,eggplant,1961
0,1,eggplant,1962
0,2,eggplant,1962
0,3,eggplant,1962
0,4,eggplant,1962
0,1,eggplant,1963
0,2,eggplant,1963
0,3,eggplant,1963
0,4,eggplant,1963
4,1,eggplant,1964
13,2,eggplant,1964
10,3,eggplant,1964
4,4,eggplant,1964
0,1,eggplant,1965
0,2,eggplant,1965
0,3,eggplant,1965
0,4,eggplant,1965
0,1,eggplant,1966
0,2,eggplant,1966
0,3,eggplant,1966
0,4,eggplant,1966
0,1,eggplant,1967
0,2,eggplant,1967
0,3,eggplant,1967
0,4,eggplant,1967
0,1,eggplant,1968
0,2,eggplant,1968
0,3,eggplant,1968
0,4,eggplant,1968
0,1,eggplant,1969
0,2,eggplant,1969
0,3,eggplant,1969
0,4,eggplant,1969
11,1,eggplant,1970
7,2,eggplant,1970
9,3,eggplant,1970
8,4,eggplant,1970
14,1,eggplant,1971
10,2,eggplant,1971
16,3,eggplant,1971
12,4,eggplant,1971
15,1,eggplant,1972
9,2,eggplant,1972
12,3,eggplant,1972
15,4,eggplant,1972
16,1,eggplant,1973
30,2,eggplant,1973
25,3,eggplant,1973
14,4,eggplant,1973
17,1,eggplant,1974
17,2,eggplant,1974
17,3,eggplant,1974
17,4,eggplant,1974
19,1,eggplant,1975
26,2,eggplant,1975
24,3,eggplant,1975
22,4,eggplant,1975
31,1,eggplant,1976
31,2,eggplant,1976
27,3,eggplant,1976
14,4,eggplant,1976
29,1,eggplant,1977
29,2,eggplant,1977
43,3,eggplant,1977
37,4,eggplant,1977
34,1,eggplant,1978
51,2,eggplant,1978
16,3,eggplant,1978
10,4,eggplant,1978
37,1,eggplant,1979
54,2,eggplant,1979
34,3,eggplant,1979
29,4,eggplant,1979
0,1,eggplant,1980
0,2,eggplant,1980
0,3,eggplant,1980
0,4,eggplant,1980
45,1,eggplant,1981
51,2,eggplant,1981
54,3,eggplant,1981
50,4,eggplant,1981
46,1,eggplant,1982
48,2,eggplant,1982
50,3,eggplant,1982
46,4,eggplant,1982
53,1,eggplant,1983
54,2,eggplant,1983
51,3,eggplant,1983
36,4,eggplant,1983
40,1,eggplant,1984
51,2,eggplant,1984
62,3,eggplant,1984
38,4,eggplant,1984
57,1,eggplant,1985
53,2,eggplant,1985
57,3,eggplant,1985
48,4,eggplant,1985
48,1,eggplant,1986
47,2,eggplant,1986
48,3,eggplant,1986
42,4,eggplant,1986
38,1,eggplant,1987
46,2,eggplant,1987
65,3,eggplant,1987
69,4,eggplant,1987
44,1,eggplant,1988
67,2,eggplant,1988
48,3,eggplant,1988
60,4,eggplant,1988
52,1,eggplant,1989
58,2,eggplant,1989
64,3,eggplant,1989
53,4,eggplant,1989
49,1,eggplant,1990
66,2,eggplant,1990
67,3,eggplant,1990
55,4,eggplant,1990
79,1,eggplant,1991
63,2,eggplant,1991
77,3,eggplant,1991
63,4,eggplant,1991
64,1,eggplant,1992
62,2,eggplant,1992
75,3,eggplant,1992
63,4,eggplant,1992
64,1,eggplant,1993
74,2,eggplant,1993
63,3,eggplant,1993
68,4,eggplant,1993
67,1,eggplant,1994
69,2,eggplant,1994
88,3,eggplant,1994
62,4,eggplant,1994
66,1,eggplant,1995
84,2,eggplant,1995
75,3,eggplant,1995
74,4,eggplant,1995
69,1,eggplant,1996
81,2,eggplant,1996
74,3,eggplant,1996
58,4,eggplant,1996
69,1,eggplant,1997
63,2,eggplant,1997
82,3,eggplant,1997
60,4,eggplant,1997
64,1,eggplant,1998
56,2,eggplant,1998
86,3,eggplant,1998
62,4,eggplant,1998
78,1,eggplant,1999
61,2,eggplant,1999
66,3,eggplant,1999
62,4,eggplant,1999
66,1,eggplant,2000
73,2,eggplant,2000
67,3,eggplant,2000
71,4,eggplant,2000
61,1,eggplant,2001
57,2,eggplant,2001
60,3,eggplant,2001
56,4,eggplant,2001
44,1,eggplant,2002
44,2,eggplant,2002
75,3,eggplant,2002
43,4,eggplant,2002
55,1,eggplant,2003
40,2,eggplant,2003
43,3,eggplant,2003
52,4,eggplant,2003
37,1,eggplant,2004
36,2,eggplant,2004
58,3,eggplant,2004
48,4,eggplant,2004
50,1,eggplant,2005
52,2,eggplant,2005
53,3,eggplant,2005
44,4,eggplant,2005
44,1,eggplant,2006
57,2,eggplant,2006
92,3,eggplant,2006
94,4,eggplant,2006
41,1,eggplant,2007
49,2,eggplant,2007
52,3,eggplant,2007
65,4,eggplant,2007
42,1,eggplant,2008
59,2,eggplant,2008
92,3,eggplant,2008
52,4,eggplant,2008
49,1,eggplant,2009
67,2,eggplant,2009
81,3,eggplant,2009
57,4,eggplant,2009
46,1,eggplant,2010
57,2,eggplant,2010
63,3,eggplant,2010
60,4,eggplant,2010
54,1,eggplant,2011
51,2,eggplant,2011
86,3,eggplant,2011
53,4,eggplant,2011
41,1,eggplant,2012
54,2,eggplant,2012
76,3,eggplant,2012
56,4,eggplant,2012
42,1,eggplant,2013
46,2,eggplant,2013
83,3,eggplant,2013
47,4,eggplant,2013
45,1,eggplant,2014
48,2,eggplant,2014
72,3,eggplant,2014
51,4,eggplant,2014
36,1,eggplant,2015
35,2,eggplant,2015
63,3,eggplant,2015
53,4,eggplant,2015
27,1,eggplant,2016
50,2,eggplant,2016
59,3,eggplant,2016
37,4,eggplant,2016
33,1,eggplant,2017
31,2,eggplant,2017
50,3,eggplant,2017
34,4,eggplant,2017
32,1,eggplant,2018
37,2,eggplant,2018
48,3,eggplant,2018
44,4,eggplant,2018
52,1,eggplant,2019
52,2,eggplant,2019
62,3,eggplant,2019
52,4,eggplant,2019
